timestamp(America/Toronto),score,temp,humid,co2,voc,pm25
2021-04-23 07:05:00,83.0,21.2,33.4,1041.5,199.5,1.1
2021-04-23 07:10:00,83.0,21.3,33.4,1065.7,201.4,1.2
2021-04-23 07:15:00,82.9,21.4,33.3,1085.8,202.0,1.3
2021-04-23 07:20:00,82.1,21.5,33.2,1116.1,203.9,1.2
2021-04-23 07:25:00,82.0,21.5,33.3,1143.3,206.5,1.2
2021-04-23 07:30:00,82.0,21.6,33.2,1164.9,206.7,1.1
2021-04-23 07:35:00,81.9,21.6,33.2,1181.8,207.1,1.2
2021-04-23 07:40:00,81.0,21.8,33.5,1209.5,216.0,1.3
2021-04-23 07:45:00,81.1,21.9,34.2,1261.5,226.7,1.3
2021-04-23 07:50:00,80.7,22.0,33.9,1260.9,243.6,1.8
2021-04-23 07:55:00,81.8,21.8,33.3,1129.6,229.4,1.6
2021-04-23 08:00:00,83.0,21.7,33.3,1044.9,224.8,2.0
2021-04-23 08:05:00,83.2,21.7,32.7,1002.4,210.8,1.9
2021-04-23 08:10:00,84.3,21.7,32.0,901.4,201.2,1.8
2021-04-23 08:15:00,85.0,21.7,31.3,819.8,199.0,1.7
2021-04-23 08:20:00,85.0,21.8,31.3,799.2,209.0,1.5
2021-04-23 08:25:00,85.0,22.0,31.0,791.6,214.1,1.5
2021-04-23 08:30:00,85.2,22.3,30.1,759.6,205.9,1.9
2021-04-23 08:35:00,85.8,22.2,30.9,748.4,226.6,1.6
2021-04-23 08:40:00,85.0,22.0,31.4,758.8,258.3,1.4
2021-04-23 08:45:00,85.0,22.0,31.7,768.1,261.4,1.5
2021-04-23 08:50:00,85.0,21.9,32.0,774.4,262.1,1.5
2021-04-23 08:55:00,85.0,21.9,32.2,775.2,262.1,1.7
2021-04-23 09:00:00,85.0,21.8,32.5,778.8,259.6,1.7
2021-04-23 09:05:00,85.7,21.8,32.7,779.9,254.9,1.8
2021-04-23 09:10:00,85.9,21.7,33.2,787.3,257.0,1.9
2021-04-23 09:15:00,85.3,21.7,33.3,797.4,255.7,1.7
2021-04-23 09:20:00,85.7,21.7,33.4,800.6,251.7,1.8
2021-04-23 09:25:00,86.0,21.6,33.5,796.4,247.9,1.7
2021-04-23 09:30:00,86.0,21.6,33.6,796.1,246.1,2.0
2021-04-23 09:35:00,86.0,21.6,33.8,798.1,245.8,1.8
2021-04-23 09:40:00,86.0,21.6,33.5,804.5,238.7,1.7
2021-04-23 09:45:00,85.9,21.7,33.4,808.9,238.6,2.0
2021-04-23 09:50:00,86.0,21.7,33.2,802.3,231.6,1.8
2021-04-23 09:55:00,85.8,21.9,32.6,800.4,223.5,1.9
2021-04-23 10:00:00,85.8,21.9,32.1,797.6,208.6,2.0
2021-04-23 10:05:00,86.0,21.8,32.2,781.0,206.7,2.0
2021-04-23 10:10:00,86.0,21.7,32.2,776.0,206.4,1.9
2021-04-23 10:15:00,86.0,21.7,32.2,776.5,202.5,1.9
2021-04-23 10:20:00,86.0,21.6,32.2,771.8,204.0,1.9
2021-04-23 10:25:00,86.0,21.6,32.3,767.4,203.6,2.0
2021-04-23 10:30:00,86.0,21.6,32.2,773.9,194.9,1.9
2021-04-23 10:35:00,86.0,21.6,32.2,766.6,193.6,1.9
2021-04-23 10:40:00,86.0,21.5,32.0,758.6,186.0,2.3
2021-04-23 10:45:00,86.1,21.5,31.9,750.8,181.4,2.0
2021-04-23 10:50:00,86.4,21.5,31.9,746.0,178.6,2.2
2021-04-23 10:55:00,86.3,21.4,31.9,745.6,181.2,2.2
2021-04-23 11:00:00,86.8,21.4,31.9,739.2,180.5,2.0
2021-04-23 11:05:00,87.0,21.4,32.0,733.9,180.4,2.1
2021-04-23 11:10:00,87.0,21.4,32.2,741.4,182.9,2.0
2021-04-23 11:15:00,86.7,21.4,32.3,748.1,186.2,2.0
2021-04-23 11:20:00,86.2,21.4,32.3,753.6,185.7,2.1
2021-04-23 11:25:00,86.1,21.4,32.2,752.4,184.5,2.0
2021-04-23 11:30:00,86.5,21.3,32.2,748.1,184.5,2.1
2021-04-23 11:35:00,86.7,21.3,32.2,747.0,184.5,2.1
2021-04-23 11:40:00,86.5,21.3,32.1,751.4,177.2,2.2
2021-04-23 11:45:00,86.9,21.3,31.7,741.8,163.0,2.1
2021-04-23 11:50:00,87.0,21.3,31.6,731.2,160.0,2.3
2021-04-23 11:55:00,87.0,21.3,31.6,726.3,162.7,2.1
2021-04-23 12:00:00,87.0,21.4,31.5,727.3,155.5,2.3
2021-04-23 12:05:00,87.0,21.3,31.4,733.4,153.7,2.4
2021-04-23 12:10:00,87.0,21.3,31.5,742.1,156.7,2.5
2021-04-23 12:15:00,87.0,21.3,31.5,742.6,158.9,2.2
2021-04-23 12:20:00,87.0,21.3,31.4,726.4,154.1,2.2
2021-04-23 12:25:00,87.0,21.3,31.2,716.3,150.2,2.2
2021-04-23 12:30:00,87.0,21.3,31.1,705.7,146.0,2.3
2021-04-23 12:35:00,87.0,21.3,30.9,690.8,143.7,2.2
2021-04-23 12:40:00,87.0,21.3,30.9,680.4,146.1,2.3
2021-04-23 12:45:00,87.0,21.3,31.0,680.5,152.5,2.3
2021-04-23 12:50:00,87.0,21.3,31.1,686.3,154.6,2.2
2021-04-23 12:55:00,87.0,21.3,31.2,695.8,156.5,2.2
2021-04-23 13:00:00,87.0,21.3,31.3,701.4,159.2,2.1
2021-04-23 13:05:00,87.0,21.3,31.3,706.5,157.9,2.2
2021-04-23 13:10:00,87.0,21.4,31.0,735.1,148.2,2.2
2021-04-23 13:15:00,87.0,21.4,30.9,735.2,147.4,2.2
2021-04-23 13:20:00,87.0,21.4,30.7,717.6,150.4,2.2
2021-04-23 13:25:00,87.0,21.4,30.7,698.9,152.0,2.5
2021-04-23 13:30:00,87.0,21.4,30.8,676.0,159.0,2.8
